,FSKEW,CRSP Market
2001-07-27,1.0544338514824783,1.0493276822865352
2001-07-30,1.0553984014350724,1.0482783546042487
2001-07-31,1.055444363884998,1.0536245742127304
2001-08-01,1.0554332360099403,1.0587873346263728
2001-08-02,1.0564497483851771,1.0623872115641024
2001-08-03,1.0566508928108589,1.0572877529485947
2001-08-06,1.0573348456684284,1.0451289437896858
2001-08-07,1.0564621345500123,1.047323714571644
2001-08-08,1.0553872027884832,1.0294144790524689
2001-08-09,1.0546775883592778,1.0288997718129427
2001-08-10,1.0545219983293488,1.0336327107632821
2001-08-13,1.055788799485015,1.0360100659980376
2001-08-14,1.0574805323178225,1.0331092378132432
2001-08-15,1.058210452070649,1.0255675403772064
2001-08-16,1.0596534417375243,1.0278237889660362
2001-08-17,1.062344191365983,1.01107026120589
2001-08-20,1.064358319697525,1.0183499670865725
2001-08-21,1.0659341310284705,1.006027932484825
2001-08-22,1.0692753343892027,1.0132713335987158
2001-08-23,1.0725441628377888,1.0102315195979197
2001-08-24,1.0741551389106434,1.0290218258624408
2001-08-27,1.0747867402725793,1.024802836376405
2001-08-28,1.0739839323149194,1.0099431952489473
2001-08-29,1.0732569071637432,1.0002477405745573
2001-08-30,1.074353609147882,0.9842437767253644
2001-08-31,1.074064114843622,0.9882791762099384
2001-09-04,1.0735820032615628,0.9872908970337285
2001-09-05,1.072976580666036,0.9843290243426274
2001-09-06,1.0728442556223639,0.963559681928998
2001-09-07,1.0727802827580435,0.9461192516860831
2001-09-10,1.072495235508864,0.9498091167676589
2001-09-17,1.0736343620071966,0.9022236800175991
2001-09-18,1.0730480086120424,0.8950058905774583
2001-09-19,1.0728119620718153,0.8802382933829302
2001-09-20,1.0738502994929884,0.8535670730934276
2001-09-21,1.0761318307894743,0.8370078718754151
2001-09-24,1.080639032168967,0.8692326749426186
2001-09-25,1.0845754434100419,0.8758388432721825
2001-09-26,1.0913325073702307,0.8701458907909134
2001-09-27,1.0991824401946353,0.8798915247677718
2001-09-28,1.103041351472032,0.8998650623800002
2001-10-01,1.1085080120846116,0.8959056561055282
2001-10-02,1.1124650483390175,0.9064773428475734
2001-10-03,1.1153945124562163,0.9272356739987828
2001-10-04,1.1186837352544963,0.926308438324784
2001-10-05,1.1232304346263473,0.9267715925439464
2001-10-08,1.125259069218207,0.9194500969628492
2001-10-09,1.1281848994014387,0.9148528464780349
2001-10-10,1.1313178516290312,0.9365348589395641
2001-10-11,1.134598412206143,0.9529242189710065
2001-10-12,1.1398384271940925,0.947587843344769
2001-10-15,1.1440546356257806,0.9469245318544276
2001-10-16,1.1466939737011816,0.9544052356560776
2001-10-17,1.1473297708904862,0.9351262498958248
2001-10-18,1.1468365300371064,0.9284868535215646
2001-10-19,1.1467422712281152,0.9335935312159332
2001-10-22,1.1469729357256613,0.9477841528904155
2001-10-23,1.1488940896324855,0.9431400105412524
2001-10-24,1.1508077576574256,0.9438945225496853
2001-10-25,1.149806673181033,0.9573922142221458
2001-10-26,1.1493388895826413,0.9614132615218788
2001-10-29,1.1499519502906674,0.939012332528419
2001-10-30,1.150989004285637,0.9224857154759188
2001-10-31,1.1502165771807715,0.9242384383353232
2001-11-01,1.1466066785752351,0.9437398693841984
2001-11-02,1.1447924408335943,0.9455329751360284
2001-11-05,1.1442302013061336,0.9590540966804736
2001-11-06,1.1416723168767358,0.9729603810823404
2001-11-07,1.1398831403066587,0.9709171642820675
2001-11-08,1.1381736622484175,0.9716938980134932
2001-11-09,1.1352611611473302,0.9724712531319039
2001-11-12,1.1337566807084587,0.9718877703800247
2001-11-13,1.131101877264864,0.9900620716861311
2001-11-14,1.1302919406517151,0.9936262951442013
2001-11-15,1.1304887646509583,0.9937256577737157
2001-11-16,1.1300754052790978,0.9913407161950588
2001-11-19,1.129332673551442,1.0028402685029216
2001-11-20,1.1261482258944453,0.9949178303817485
2001-11-21,1.124481906812058,0.9902417165789544
2001-11-23,1.1230641454419332,1.0019265688345862
2001-11-26,1.122661989727897,1.0092406327870787
2001-11-27,1.1214599895676876,1.0036898093067497
2001-11-28,1.1208079133606066,0.9859244996820201
2001-11-29,1.1206206305905757,0.9973612238783316
2001-11-30,1.1205765371311511,0.9960646542872897
2001-12-03,1.1204425682604309,0.9875981047258479
2001-12-04,1.1199805777097438,1.0019182772443727
2001-12-05,1.12143535346402,1.0251627812764421
2001-12-06,1.120842806823962,1.024035102217038
2001-12-07,1.1205807497870452,1.0165596459708537
2001-12-10,1.1202177511918399,1.0012095953166937
2001-12-11,1.1202219064455148,0.999307297085592
2001-12-12,1.1188934636547423,0.9998069507341347
2001-12-13,1.1161276202342596,0.9848098464731226
2001-12-14,1.115555017694729,0.9878627569971894
2001-12-17,1.1150274980970505,0.9983341022213595
2001-12-18,1.1152093924615674,1.006819942090241
2001-12-19,1.1158199077730304,1.0112499498354381
2001-12-20,1.1157342554143217,1.0019464502969522
2001-12-21,1.115104318088542,1.0077577397086745
2001-12-24,1.1151964028140198,1.008060067030587
2001-12-26,1.114826952030367,1.01310036736574
2001-12-27,1.1160263526684007,1.0201920699373
2001-12-28,1.1172656446216351,1.0244768766310366
2001-12-31,1.1181694547451055,1.0139247648017369
2002-01-02,1.1210011514499707,1.0183860337668644
2002-01-03,1.1237215169963306,1.0285698941045331
2002-01-04,1.125713066093412,1.0358727403526753
2002-01-07,1.124119824586028,1.028828805718277
2002-01-08,1.1232803181392494,1.0265653823456968
2002-01-09,1.1216940528641481,1.0220484946633759
2002-01-10,1.1204988701325986,1.0229683383085728
2002-01-11,1.1197264536361744,1.01427310743295
2002-01-14,1.1173193516800823,1.0057532133305134
2002-01-15,1.11441334026563,1.0125923351811608
2002-01-16,1.1116335017072991,0.996188339351226
2002-01-17,1.1100139354760592,1.0069471734162192
2002-01-18,1.1082194093342495,0.9961728386606656
2002-01-22,1.1073134316952982,0.9882034559513803
2002-01-23,1.1049018069440697,0.9973937480917282
2002-01-24,1.1032786318324446,1.0014830624589044
2002-01-25,1.1019895239145963,1.0024845455213631
2002-01-28,1.0993193125721825,1.003086036248676
2002-01-29,1.0971943005432776,0.9777079595315845
2002-01-30,1.0939183834153776,0.9880716639026192
2002-01-31,1.0901434817895508,1.001509438531695
2002-02-01,1.0878278727928508,0.99439872151812
2002-02-04,1.0858763076396631,0.9709309116902924
2002-02-05,1.0830295199820261,0.9676297465905455
2002-02-06,1.079921133910543,0.9601789975417983
2002-02-07,1.0773134263773114,0.956338281551631
2002-02-08,1.0743727707623827,0.9716396940564571
2002-02-11,1.0734961290740928,0.9846596659568138
2002-02-12,1.0719133354261539,0.9820010848587303
2002-02-13,1.0712914020541122,0.9918210957073176
2002-02-14,1.0710750093490364,0.9895399071871908
2002-02-15,1.0718855096663826,0.9785560142174129
2002-02-19,1.074535684777352,0.9596698831430169
2002-02-20,1.0769628049208357,0.9725294595771334
2002-02-21,1.079579041448507,0.9578442647375187
2002-02-22,1.0830269870295925,0.9651238811495239
2002-02-25,1.0846271055873953,0.9812414499647208
2002-02-26,1.086821356328373,0.9824189397046786
2002-02-27,1.0887183748821214,0.9833031167504127
2002-02-28,1.0915532674557573,0.9803532074001615
2002-03-01,1.093293634553893,1.002215083925185
2002-03-04,1.0946095450911895,1.0221591640952963
2002-03-05,1.095671381260998,1.0167417205255913
2002-03-06,1.095156990872303,1.0309761046129493
2002-03-07,1.0953137778024058,1.0267491025840363
2002-03-08,1.0961398368119744,1.0342443710329
2002-03-11,1.0970523469907718,1.0373471041459985
2002-03-12,1.098041069378394,1.0345462669648042
2002-03-13,1.0972477108641934,1.025235350562121
2002-03-14,1.097306147314754,1.0248252564218963
2002-03-15,1.0992801518012347,1.0357908866656105
2002-03-18,1.1006773585718104,1.0368266775522759
2002-03-19,1.1019587355531801,1.0404555709237089
2002-03-20,1.1017157158168887,1.0249527829169456
2002-03-21,1.1037916562814154,1.0282326318222799
2002-03-22,1.1064739047504129,1.0240168780318086
2002-03-25,1.1073090459112236,1.0092710349881506
2002-03-26,1.1070890148232349,1.0154275883015784
2002-03-27,1.1067511714374318,1.0211139827960674
2002-03-28,1.103130009754686,1.0241773247444554
2002-04-01,1.1004684853024387,1.0230507296872366
2002-04-02,1.0989538662727039,1.0137409680470828
2002-04-03,1.0973094940133203,1.003907680657026
2002-04-04,1.096489094628329,1.0052127606418801
2002-04-05,1.094834635579573,1.0026997287402755
2002-04-08,1.0932219511670282,1.0063094477637404
2002-04-09,1.0936269050276337,1.0003722220219344
2002-04-10,1.0934382630106447,1.011976539797389
2002-04-11,1.0931215840670807,0.9896118582678667
2002-04-12,1.0937637035249852,0.9980235590631436
2002-04-15,1.093641098265256,0.9914366035733267
2002-04-16,1.0918301041393084,1.0139422144744412
2002-04-17,1.0904569253316816,1.01161014738115
2002-04-18,1.0885067514514735,1.0102950541895546
2002-04-19,1.0855792324709492,1.011103290232906
2002-04-22,1.0841196854172555,0.9960378512084357
2002-04-23,1.0815173611602,0.9909580581672727
2002-04-24,1.079407902043434,0.9845168307891854
2002-04-25,1.077161962930097,0.9835323139583962
2002-04-26,1.0756924682383233,0.9697628615629788
2002-04-29,1.0737268742850545,0.9613259246673808
2002-04-30,1.0702718920254843,0.972957968355856
2002-05-01,1.0688024139573695,0.980255153118525
2002-05-02,1.0669021671897017,0.978294642812288
2002-05-03,1.0659747563753625,0.9690008437055713
2002-05-06,1.065565957393549,0.9513650283501299
2002-05-07,1.0638822618849972,0.9479401142480695
2002-05-08,1.0637279398500794,0.9817815763267254
2002-05-09,1.063882740363676,0.967840277942886
2002-05-10,1.0634044290742626,0.9521612654402112
2002-05-13,1.063688672992571,0.968919303711959
2002-05-14,1.0632813747548349,0.9903324203239933
2002-05-15,1.0637072915500891,0.9865691571267621
2002-05-16,1.0637915657526704,0.9901208060924185
2002-05-17,1.0634873952673152,0.9970516517350653
2002-05-20,1.0620974582376783,0.9843890957580299
2002-05-21,1.060298117890072,0.9731670600663885
2002-05-22,1.0593269411054078,0.9768650948946408
2002-05-23,1.058971783645132,0.9872198649005239
2002-05-24,1.0580750638362189,0.9758668364541679
2002-05-28,1.0585966082062246,0.9686454218644072
2002-05-29,1.0567309238185938,0.962252362080102
2002-05-30,1.0556808487160512,0.9600391816473178
2002-05-31,1.0534549457653162,0.9619592600106125
2002-06-03,1.0509051914028875,0.9386798459183556
2002-06-04,1.0514831828275135,0.9377411660724373
2002-06-05,1.051060605858566,0.9456181918674458
2002-06-06,1.0502660551462555,0.9276514462219643
2002-06-07,1.050434667644208,0.9284863325235639
2002-06-10,1.0508147395309557,0.9305290024551157
2002-06-11,1.0515422798709442,0.9148030623136242
2002-06-12,1.0524975003688979,0.9199259594625805
2002-06-13,1.0510847178959772,0.9098987665044383
2002-06-14,1.0499544459305847,0.9093528272445357
2002-06-17,1.0489455086661197,0.9346328358419338
2002-06-18,1.047319645576558,0.9351936155434389
2002-06-19,1.0435381049011083,0.9200434789716352
2002-06-20,1.0412136304405395,0.907530887657621
2002-06-21,1.0422946978557512,0.8937364181652252
2002-06-24,1.0435296382155355,0.8955238910015556
2002-06-25,1.0462551766396397,0.8804790896327295
2002-06-26,1.049605080450796,0.8781898439996844
2002-06-27,1.0523887684706184,0.893031252363279
2002-06-28,1.0536185740682258,0.8941921929913513
2002-07-01,1.0560007042944688,0.8735363533332511
2002-07-02,1.0592831363852735,0.8537944317479197
2002-07-03,1.0606382603013407,0.857380368361261
2002-07-05,1.0646206197471337,0.8879031094749217
2002-07-08,1.066151356977454,0.8772482721612226
2002-07-09,1.0675455480219203,0.8566329377654339
2002-07-10,1.069332558414288,0.8307626230449178
2002-07-11,1.0709208666566075,0.8354979699962738
2002-07-12,1.0723315406603326,0.830986280958294
2002-07-15,1.075012980862979,0.8274130399501733
2002-07-16,1.0764295790016116,0.8150845856549157
2002-07-17,1.0785641844296405,0.8202196185445416
2002-07-18,1.0791152910267099,0.7981557108056935
2002-07-19,1.0791262363293557,0.771178047780461
2002-07-22,1.0776880664251707,0.7467317036658204
2002-07-23,1.0763353416073453,0.7254498501113446
2002-07-24,1.074266110247264,0.7649143219574017
2002-07-25,1.070343475213699,0.7608602760510275
2002-07-26,1.0672133075063293,0.7722731801917928
2002-07-29,1.063536947967159,0.8140531592401689
2002-07-30,1.0613205233068206,0.8175535878249015
2002-07-31,1.0597182323030074,0.8229494415045459
2002-08-01,1.0572743352753577,0.8009766914163745
2002-08-02,1.0556106691170393,0.7821537391680897
2002-08-05,1.0524869714015794,0.7561080196537924
2002-08-06,1.0515778878300026,0.7790937034512676
2002-08-07,1.0505227910402253,0.7932732088540807
2002-08-08,1.0490515690163966,0.8175473690450156
2002-08-09,1.0463213172080978,0.8200817658890552
2002-08-12,1.0424751672320829,0.8166374224723212
2002-08-13,1.0407542879421217,0.7991613816314135
2002-08-14,1.0407405925834403,0.8292897657189178
2002-08-15,1.0400249509968662,0.839075384954401
2002-08-16,1.0384631773773456,0.839662737723869
2002-08-19,1.0383858379101834,0.8579673854062492
2002-08-20,1.0389697326004523,0.8468996061345085
2002-08-21,1.039271464974713,0.8585021307385513
2002-08-22,1.0398887939431756,0.8699202090773741
2002-08-23,1.0410767785268853,0.8504339963940409
2002-08-26,1.042879831392585,0.8576626853633903
2002-08-27,1.0427996554127037,0.8444546800087941
2002-08-28,1.042786842926609,0.8294233867046376
2002-08-29,1.0425126511197644,0.8312481181553878
2002-08-30,1.0414865172531604,0.8289206234245527
2002-09-03,1.0406758757907824,0.7962611508616254
2002-09-04,1.038954302844473,0.8109919821525654
2002-09-05,1.036422214278308,0.7979350112399091
2002-09-06,1.0346996051429107,0.8125372219455994
2002-09-09,1.0349603719278426,0.8201750718318881
2002-09-10,1.035772578118114,0.8256702448131616
2002-09-11,1.0365234355593844,0.8255051107641991
2002-09-12,1.0357134801162893,0.8059406396390875
2002-09-13,1.0337157995253163,0.80908380813368
2002-09-16,1.0324995065486198,0.80932653327612
2002-09-17,1.0310421402213064,0.7939493291438737
2002-09-18,1.0316293402086163,0.7903765571627264
2002-09-19,1.0321787736144967,0.767060448726426
2002-09-20,1.031021488258764,0.7686712756687515
2002-09-23,1.032239899812628,0.7573718079164208
2002-09-24,1.0334674985172307,0.7457840192552996
2002-09-25,1.0339345999158094,0.7640557277270544
2002-09-26,1.0335763261521729,0.7774267029622779
2002-09-27,1.0346015069418557,0.7543371298842982
2002-09-30,1.0360588950252452,0.7448324820477561
2002-10-01,1.0371695508773733,0.7714230016568608
2002-10-02,1.038707944625678,0.7537574149189187
2002-10-03,1.0396594388155358,0.7453153318718269
2002-10-04,1.0434289601303481,0.728620268437898
2002-10-07,1.0443890198360304,0.7141207250959838
2002-10-08,1.0413972040958075,0.7251895963349716
2002-10-09,1.0378425663181599,0.7051743634761264
2002-10-10,1.036028293593913,0.7292913267070099
2002-10-11,1.033313001108799,0.7566397514585228
2002-10-14,1.0309285764300458,0.7625415415198993
2002-10-15,1.0283666095250388,0.7974659441215107
2002-10-16,1.0250782520762112,0.7782470148681823
2002-10-17,1.0223479297841158,0.7970027679265053
2002-10-18,1.0180527467806815,0.8009877817661377
2002-10-21,1.015987579020503,0.8142841789434556
2002-10-22,1.0121979622476234,0.8053270529750776
2002-10-23,1.0081018698209347,0.8115280712829857
2002-10-24,1.0054240135395016,0.799923219863639
2002-10-25,0.9988226626017667,0.8135219146013208
2002-10-28,0.9947365850978803,0.8068510349015902
2002-10-29,0.989887228791475,0.7999121160014364
2002-10-30,0.9839829696313761,0.8082312020078514
2002-10-31,0.9797961681991446,0.80499827719982
2002-11-01,0.9758974384544786,0.8190052472230969
2002-11-04,0.9726007473314378,0.8255572892008817
2002-11-05,0.9702282382574827,0.8308408558517673
2002-11-06,0.9687771938721136,0.8390661803246996
2002-11-07,0.9684027822684186,0.8205228177395237
2002-11-08,0.9678218275457385,0.8130560600980941
2002-11-11,0.96744499061666,0.7961444940480537
2002-11-12,0.9678722575080442,0.8028321077980572
2002-11-13,0.9687031072745272,0.8030729574303966
2002-11-14,0.969245266020493,0.8227482448874414
2002-11-15,0.9695255901590768,0.8278492840057435
2002-11-18,0.9709814335077432,0.8196535760940867
2002-11-19,0.9703516849750538,0.8158012042864445
2002-11-20,0.9706470049257026,0.8318724880108875
2002-11-21,0.9716789504254966,0.8498409337519226
2002-11-22,0.9711307914390792,0.847801315510918
2002-11-25,0.9704806219095209,0.8509381803783084
2002-11-26,0.9700950249845395,0.83400451058878
2002-11-27,0.9709294238441204,0.8572732364342068
2002-11-29,0.9710215877033321,0.8547871440485476
2002-12-02,0.971903776593056,0.8540178356189039
2002-12-03,0.9727106082380356,0.8409513627339347
2002-12-04,0.9738712848431389,0.8378398426918191
2002-12-05,0.9743987890457881,0.8286236044222091
2002-12-06,0.9756842142694256,0.8337610707696267
2002-12-09,0.9736376583454078,0.8150014466773101
2002-12-10,0.9724531954885876,0.8268189676541311
2002-12-11,0.9705516202292105,0.8277284685185508
2002-12-12,0.9680043484276765,0.8255763745004024
2002-12-13,0.9655270133296255,0.814348535807197
2002-12-16,0.9651287436879755,0.8324270733021167
2002-12-17,0.9641001531610813,0.8261838702523508
2002-12-18,0.963951914185967,0.8151130063909694
2002-12-19,0.9645976022276551,0.8094887266468717
2002-12-20,0.9647081542662171,0.8195263868572928
2002-12-23,0.9638619277054352,0.8214932501857503
2002-12-24,0.963939936203012,0.8173036346098029
2002-12-26,0.9628975409631726,0.8158324880675053
2002-12-27,0.9622756164273769,0.8034318342488792
2002-12-30,0.961106729527978,0.8062438456687503
2002-12-31,0.9595113809821278,0.8072919626681198
2003-01-02,0.9588601451355074,0.8326409302958988
2003-01-03,0.9588296200789228,0.8317250252725733
2003-01-06,0.9560971766807734,0.8494407683108792
2003-01-07,0.953763906568991,0.8440892914705207
2003-01-08,0.9520322256754841,0.8326940860356687
2003-01-09,0.9505383231556691,0.8484320042617428
2003-01-10,0.947859339588498,0.8487713770634475
2003-01-13,0.9453841550685065,0.8477528514109715
2003-01-14,0.9434513375757051,0.8524154920937318
2003-01-15,0.9423343588900471,0.8411636075980945
2003-01-16,0.9424484666339917,0.838303651332261
2003-01-17,0.9418559231077086,0.8264835698484762
2003-01-21,0.9419937954224686,0.8138383712297945
2003-01-22,0.9419411393445312,0.8061882905402346
2003-01-23,0.9419028384064995,0.8141695546165827
2003-01-24,0.9425721451254349,0.7915356409982417
2003-01-27,0.9435253695447046,0.7784753029217707
2003-01-28,0.9435153401133521,0.7882840917385849
2003-01-29,0.9438296786247207,0.793250281516538
2003-01-30,0.9440563120357428,0.7763540505202358
2003-01-31,0.9444491199389855,0.7862913823668947
2003-02-03,0.9447817170997733,0.7892006604816522
2003-02-04,0.9451134005098849,0.778625371631198
2003-02-05,0.9447503535013367,0.7748101073102052
2003-02-06,0.944823328848732,0.7698513226234199
2003-02-07,0.9452130155700396,0.7616908986036116
2003-02-10,0.9451058339256924,0.7669465658039765
2003-02-11,0.9456727115043879,0.7615012451867683
2003-02-12,0.9450134728330295,0.7519824796219338
2003-02-13,0.9454075593415627,0.7500273251749167
2003-02-14,0.9445881837303394,0.76427784435324
2003-02-18,0.9453762678612556,0.779410545671434
2003-02-19,0.9450211940480937,0.773954671851734
2003-02-20,0.9410397223840029,0.7675308480753646
2003-02-21,0.9386167725845959,0.777585502185152
2003-02-24,0.9376593915298351,0.7637444802462563
2003-02-25,0.9378389967741135,0.76909069160798
2003-02-26,0.9377935078817842,0.7597077851703627
2003-02-27,0.9379212324882452,0.768444424699822
2003-02-28,0.9365537364028614,0.7715950468410913
2003-03-03,0.9365317778604111,0.7664253600272559
2003-03-04,0.9356024239826672,0.7553888348428635
2003-03-05,0.9353105464684025,0.7612808677546378
2003-03-06,0.9345968555041135,0.7548861084654989
2003-03-07,0.934127361175279,0.7606232428898367
2003-03-10,0.9353997764510671,0.7426725343576366
2003-03-11,0.9351662968444633,0.7366568868293397
2003-03-12,0.9347302271254198,0.7390141888671937
2003-03-13,0.9350191687553855,0.7640667698697916
2003-03-14,0.9352976676666455,0.7650600566706224
2003-03-17,0.9352230262758278,0.7911486046030907
2003-03-18,0.9340858860330193,0.7946296584633442
2003-03-19,0.9343677357325852,0.8003509920042804
2003-03-20,0.936520412334546,0.8025919747818923
2003-03-21,0.9393643260933848,0.8201687390296157
2003-03-24,0.9403391683905667,0.7926110693982207
2003-03-25,0.943008768837821,0.8022016633379392
2003-03-26,0.944516115609408,0.7977895541895805
2003-03-27,0.9439644387736913,0.7970715435908099
2003-03-28,0.9438825189444434,0.793245600181574
2003-03-31,0.943410213491463,0.7800777232185598
2003-04-01,0.9416455295139878,0.7888145937186077
2003-04-02,0.9410077103720775,0.8093237731552916
2003-04-03,0.9417077902301262,0.8053580866668306
2003-04-04,0.9432924154568758,0.8065661237968309
2003-04-07,0.9467909944311463,0.8080179428196652
2003-04-08,0.948528604043644,0.806078699756898
2003-04-09,0.9529377735124424,0.7957608924000097
2003-04-10,0.9546439193965657,0.7998988490404898
2003-04-11,0.9571746958915924,0.7973391727235603
2003-04-14,0.9609515577583276,0.8123291491707632
2003-04-15,0.9644567448024319,0.8173655898956219
2003-04-16,0.9683227271634396,0.8082928318477806
2003-04-17,0.9682611311259836,0.8205788828918669
2003-04-21,0.9665720322955427,0.8196762461206858
2003-04-22,0.9699548173542538,0.8366435444153839
2003-04-23,0.9718223731494455,0.8440896719606807
2003-04-24,0.9729179007627629,0.8372525456177993
2003-04-25,0.9749224174597778,0.8263682625247679
2003-04-28,0.9778844671929551,0.8409123439452039
2003-04-29,0.9794575035418357,0.8437714459146176
2003-04-30,0.9828310748637753,0.844024577348392
2003-05-01,0.9858732133010382,0.8437713699751875
2003-05-02,0.9882732915560896,0.8569342033468005
2003-05-05,0.9926142275358077,0.8553917217807763
2003-05-06,0.9981200734034902,0.8622348555550224
2003-05-07,1.0033042918742905,0.8582685752194693
2003-05-08,1.0088426639844001,0.8497717163247966
2003-05-09,1.0141285288630846,0.8615835431817114
2003-05-12,1.0182152790398113,0.8723533374714827
2003-05-13,1.0203411508934745,0.8703469247952983
2003-05-14,1.0243564868370996,0.8683451268682691
2003-05-15,1.0277602135585922,0.8747708808070944
2003-05-16,1.0310820291879361,0.8720590910765924
2003-05-19,1.0351129415377103,0.8520017319818307
2003-05-20,1.0388308779796218,0.8509793299034525
2003-05-21,1.0409539426978058,0.8544683451560566
2003-05-22,1.0441461660070317,0.8626712412695549
2003-05-23,1.0457496987844803,0.8649141864968557
2003-05-27,1.0469763509590069,0.8817800131335445
2003-05-28,1.0488041885185717,0.8837199291624382
2003-05-29,1.050505017369927,0.8814222573466158
2003-05-30,1.052793679956548,0.8949080178840192
2003-06-02,1.053348026516123,0.8983981591537669
2003-06-03,1.0528734015183525,0.9019019119744666
2003-06-04,1.0529591138797942,0.9159715818012683
2003-06-05,1.054202823363252,0.9210094255011753
2003-06-06,1.0560502219796575,0.9179700943970214
2003-06-09,1.0572637427559288,0.9059446861604203
2003-06-10,1.057173095225916,0.9145511606789444
2003-06-11,1.0568293574617282,0.9263488706517027
2003-06-12,1.0563198037995034,0.9280162986188758
2003-06-13,1.0558379467840984,0.9185505323729632
2003-06-16,1.0555953797725979,0.9382075137657447
2003-06-17,1.057138586915139,0.9394271835336403
2003-06-18,1.0578389672235977,0.9380180427583399
2003-06-19,1.0587345428700807,0.9240415739212406
2003-06-20,1.0594983529151725,0.9245035947082012
2003-06-23,1.0600281630731838,0.9104511400686366
2003-06-24,1.060450635289612,0.9122720423487739
2003-06-25,1.060420784497236,0.9067984100946812
2003-06-26,1.0599616632906266,0.9168638724467323
2003-06-27,1.0598306485998317,0.9091622159181798
2003-06-30,1.060149476635882,0.907525723929527
2003-07-01,1.0618886453980947,0.9141506617142127
2003-07-02,1.0646391998365092,0.9258517901841545
2003-07-03,1.0673833283808813,0.9191856572948286
2003-07-07,1.0694859495151277,0.9367421033491597
